単位数,曜日時限,開講区分,担当教員,授業科目,曜日,開講年度学期,row_index
1.0単位,火1,週間授業(学期前半),藤本　真作／榊原　道夫／松下　尚史／北川　文夫／浅山　泰祐／栁　貴久男／松浦　洋司／李　天鎬／秋山　英久／赤木　徹也／菅野　幸夫／劉　渤江／荒木　圭典／椎名　広光／河野　敏行／久野　弘明／山田　訓／綴木　馴／三宅　新二／下田　紀之／大山　和紀／木戸　善之／趙　菲菲／横田　雅司／小林　亘／川島　正行／加瀬　遼一／廣田　雅春／江本　正喜,F18870 情報理工学概論 (前半),2,2025年度春学期,20
2.0単位,火3,週間授業,劉　渤江,F18880 電子計算機概論 劉渤江,2,2025年度春学期,21
2.0単位,火3,週間授業,木戸　善之,F18890 電子計算機概論 木戸善之,2,2025年度春学期,22
2.0単位,火3,週間授業,秋山　英久,F18900 電子計算機概論 秋山英久,2,2025年度春学期,23
2.0単位,火3,週間授業,三宅　新二,F18910 情報システム概論,2,2025年度秋学期,24
2.0単位,火2 金2,週間授業(学期前半),久野　弘明,F19260 物理学Ⅰ (前半)火2金2 久野弘明,2,2025年度春学期,25
2.0単位,火2 金2,週間授業(学期前半),藤本　真作,F19270 物理学Ⅰ (前半)火2金2 藤本真作,2,2025年度春学期,26
2.0単位,火2 金2,週間授業(学期後半),久野　弘明,F19280 物理学Ⅱ (後半)火2金2 久野弘明,2,2025年度春学期,27
2.0単位,火2 金2,週間授業(学期後半),藤本　真作,F19290 物理学Ⅱ (後半)火2金2 藤本真作,2,2025年度春学期,28
2.0単位,火2 金2,週間授業(学期前半),松下　尚史,F19300 力学Ⅰ (前半)火2金2 松下尚史,2,2025年度秋学期,29
2.0単位,火2 金2,週間授業(学期前半),松浦　洋司,F19310 力学Ⅰ (前半)火2金2 松浦洋司,2,2025年度秋学期,30
2.0単位,火2 金2,週間授業(学期後半),松下　尚史,F19320 力学Ⅱ (後半)火2金2 松下尚史,2,2025年度秋学期,31
2.0単位,火2 金2,週間授業(学期後半),松浦　洋司,F19330 力学Ⅱ (後半)火2金2 松浦洋司,2,2025年度秋学期,32
2.0単位,火4 火5,週間授業,山田　訓／松下　尚史／松浦　洋司／藤本　真作／赤木　徹也／荒木　圭典／久野　弘明／小林　亘,F19460 工学共通実験Ⅰ 火45,2,2025年度春学期,33
2.0単位,火4 火5,週間授業,山田　訓／松下　尚史／松浦　洋司／藤本　真作／赤木　徹也／荒木　圭典／久野　弘明／小林　亘,F19470 工学共通実験Ⅱ 火45,2,2025年度秋学期,34
2.0単位,火2,週間授業,川島　正行,F19540 微分幾何,2,2025年度秋学期,35
2.0単位,火1,週間授業,榊原　道夫,F19550 離散数学Ⅰ,2,2025年度春学期,36
2.0単位,火1 火2,週間授業(学期前半),椎名　広光,F19650 ＷｅｂプログラミングⅠ (前半)火12 椎名広光,2,2025年度春学期,37
2.0単位,火1 火2,週間授業(学期後半),椎名　広光,F19670 ＷｅｂプログラミングⅡ (後半)火12 椎名広光,2,2025年度春学期,38
2.0単位,火1 火2,週間授業(学期後半),菅野　幸夫,F19680 ＷｅｂプログラミングⅡ (後半)火12 菅野幸夫,2,2025年度春学期,39
2.0単位,火3,週間授業,椎名　広光,F19700 情報理論,2,2025年度秋学期,40
2.0単位,火1,週間授業,中川　重和,F19860 数理統計,2,2025年度春学期,41
2.0単位,火2,週間授業,李　天鎬,F19870 データ分析システム開発,2,2025年度春学期,42
2.0単位,火3,週間授業,下田　紀之,F19970 ゲーム制作論,2,2025年度春学期,43
2.0単位,火3,週間授業,下田　紀之,F19980 ゲームメカニクス,2,2025年度秋学期,44
2.0単位,火1,週間授業,浅山　泰祐,F20010 コンピュータグラフィックス,2,2025年度秋学期,45
2.0単位,火3,週間授業,小林　亘,F20110 ロボット制御工学,2,2025年度秋学期,46
2.0単位,火2,週間授業,山田　訓,F20120 知能情報処理,2,2025年度春学期,47
1.0単位,火4,週間授業(学期後半),趙　菲菲,F20170 メカトロニクス概論 (後半),2,2025年度秋学期,48
2.0単位,火3,週間授業,赤木　徹也,F20200 デジタル電子回路,2,2025年度春学期,49
2.0単位,火4 金4,週間授業(学期後半),趙　菲菲,F20230 人間工学Ⅰ (後半)火4金4,2,2025年度春学期,50
2.0単位,火4,週間授業,河野　敏行,F20400 代数演習,2,2025年度春学期,51
1.0単位,火4,週間授業(学期前半),河野　敏行,F20401 代数演習Ⅰ (前半),2,2025年度春学期,52
1.0単位,火4,週間授業(学期後半),河野　敏行,F20402 代数演習Ⅱ (後半),2,2025年度春学期,53
2.0単位,火3,週間授業,池田　正五,F20700 分子遺伝学 BAとBB,2,2025年度秋学期,54
2.0単位,火2,週間授業,池田　正五,F20710 分子遺伝学 BCとBD,2,2025年度秋学期,55
2.0単位,火2,週間授業,二見　翠／神吉　けい太,F20720 細胞生物学 BAとBB,2,2025年度秋学期,56
2.0単位,火2,週間授業,松浦　信康,F20740 酵素と代謝 BAとBB（1年次のクラス ）・生化（再）,2,2025年度春学期,57
2.0単位,火2,週間授業,三井　亮司,F20790 微生物学 BCとBD（1年次のクラス ）,2,2025年度春学期,58
2.0単位,火2,週間授業,松浦　信康／窪木　厚人,F20850 生体反応化学 松浦信康他 BAとBB（1年次のクラス ）,2,2025年度秋学期,59
2.0単位,火2,週間授業,松浦　信康／窪木　厚人,F20860 生体反応化学 松浦信康他 BCとBD（1年次のクラス ）,2,2025年度秋学期,60
2.0単位,火1,週間授業,宮永　政光／河野　真二,F20870 生物統計と生化学計算法 宮永政光他 BAとBB（1年次のクラス ）,2,2025年度秋学期,61
2.0単位,火1,週間授業,宮永　政光／河野　真二,F20880 生物統計と生化学計算法 宮永政光他 BCとBD（1年次のクラス ）,2,2025年度秋学期,62
2.0単位,火3,週間授業,三井　亮司,F21010 発酵と食品科学,2,2025年度秋学期,63
3.0単位,火3 火4 火5 金3 金4 金5,週間授業(学期前半),林　謙一郎／三井　亮司／矢野　嵩典／濱田　隆宏,F21110 生物生産実験 (前半)火345金345 生科・生化,2,2025年度春学期,64
2.0単位,火2,週間授業,安藤　秀哉,F21160 香粧品学,2,2025年度春学期,65
2.0単位,火1,週間授業,松浦　信康,F21170 食品安全衛生学,2,2025年度春学期,66
2.0単位,火2,週間授業,山口　悟,F21190 食品機能学,2,2025年度秋学期,67
3.0単位,火3 火4 火5 金3 金4 金5,週間授業(学期前半),安藤　秀哉／松浦　信康／山口　悟／田所　竜介,F21200 コスメ・食品実験 (前半)火345金345 生科・生化,2,2025年度秋学期,68
2.0単位,火1,週間授業,原村　昌幸,F21260 グリーン創薬化学,2,2025年度秋学期,69
3.0単位,火3 火4 火5 金3 金4 金5,週間授業(学期後半),猶原　順／宮永　政光／窪木　厚人／汪　達紘／原村　昌幸,F21290 環境科学実験 (後半)火345金345 生科・生化,2,2025年度春学期,70
3.0単位,火3 火4 火5 金3 金4 金5,週間授業(学期後半),松浦　宏治／内貴　猛／二見　翠／神吉　けい太／岩井　良輔,F21370 医用生物学実験 (後半)火345金345 生科・生化,2,2025年度秋学期,71
2.0単位,火1,週間授業,橋川　成美／医療技術学科長,F21470 生理学Ⅰ,2,2025年度春学期,72
2.0単位,火1,週間授業,橋川　成美／医療技術学科長,F21480 生理学Ⅱ,2,2025年度秋学期,73
2.0単位,火3,週間授業,辻極　秀次／医療技術学科長,F21490 解剖学,2,2025年度春学期,74
2.0単位,火3,週間授業,辻極　秀次／医療技術学科長,F21510 病理学,2,2025年度秋学期,75
2.0単位,火3,週間授業,千葉　謙太郎／高橋　亮雄,F21620 生物科学概論Ⅱ,2,2025年度春学期,76
2.0単位,火2,週間授業,池谷　祐幸,F21630 園芸学概論,2,2025年度秋学期,77
2.0単位,火2,週間授業,大島　修,F21690 天文学概論Ⅱ,2,2025年度春学期,78
2.0単位,火4 火5,週間授業,中村　圭司／武山　智博／矢野　興一／池谷　祐幸／林　昭次／木寺　法子／中野　晏志,F21700 生物学実習 火45,2,2025年度春学期,79
2.0単位,火4 火5,週間授業,中村　圭司／武山　智博／矢野　興一／池谷　祐幸／林　昭次／木寺　法子／中野　晏志,F21710 生物学実習 火45,2,2025年度秋学期,80
2.0単位,火4 火5,週間授業,富岡　直人／洪　惠媛,F21720 地理考古学基礎実習 火45,2,2025年度春学期,81
2.0単位,火4 火5,週間授業,能美　洋介／福田　尚也／大橋　唯太／實吉　玄貴／佐藤　丈晴／千葉　謙太郎／本田　充彦／志藤　あずさ,F21730 天文地学実習 火45,2,2025年度春学期,82
2.0単位,火4 火5,週間授業,能美　洋介／福田　尚也／大橋　唯太／實吉　玄貴／佐藤　丈晴／千葉　謙太郎／本田　充彦／志藤　あずさ,F21740 天文地学実習 火45,2,2025年度秋学期,83
2.0単位,火1,週間授業,福田　尚也,F21760 インターネット,2,2025年度春学期,84
2.0単位,火1,週間授業,池谷　祐幸,F21770 細胞遺伝学,2,2025年度秋学期,85
2.0単位,火2,週間授業,武山　智博,F21850 動物行動学,2,2025年度春学期,86
2.0単位,火3,週間授業,亀田　修一,F22060 考古地理学,2,2025年度春学期,87
2.0単位,火2,週間授業,本田　充彦,F22190 天体物理学Ⅰ,2,2025年度春学期,88
2.0単位,火4,週間授業,堀越　亮,F22240 化学基礎論Ⅰ 堀越 亮,2,2025年度春学期,89
2.0単位,火4,週間授業,堀越　亮,F22250 化学基礎論Ⅱ 堀越 亮,2,2025年度秋学期,90
2.0単位,火3,週間授業,實吉　玄貴,F22290 古環境学,2,2025年度秋学期,91
2.0単位,火3,週間授業,實吉　玄貴,F22320 堆積学,2,2025年度春学期,92
2.0単位,火2,週間授業,實吉　玄貴／高橋　亮雄／林　昭次／千葉　謙太郎,F22520 古生物学概論,2,2025年度春学期,93
2.0単位,火2,週間授業,大橋　唯太／福田　尚也,F22550 天文・地球気象学のための数学Ⅱ,2,2025年度秋学期,94
2.0単位,火3,週間授業,木寺　法子,F22630 島嶼生物学,2,2025年度秋学期,95
2.0単位,火1,週間授業,妻藤　純子,F22990 生活科内容論,2,2025年度秋学期,96
2.0単位,火5,週間授業,土井　貴子,F23120 教育史,2,2025年度春学期,97
2.0単位,火2,週間授業,奥村　弥生,F23130 教育心理学,2,2025年度春学期,98
2.0単位,火2,週間授業,奥村　弥生,F23131 教育心理学,2,2025年度春学期,99
2.0単位,火2,週間授業,北原　和明,F23180 教育課程論（初等）,2,2025年度秋学期,0
2.0単位,火2,週間授業,北原　和明,F23181 教育課程論,2,2025年度秋学期,1
2.0単位,火2,週間授業,小川　孝司,F23190 初等国語科教育法,2,2025年度春学期,2
2.0単位,火4,週間授業,紙田　路子,F23200 初等社会科教育法,2,2025年度春学期,3
2.0単位,火3,週間授業,北原　和明,F23310 初等体育科教育法,2,2025年度秋学期,4
2.0単位,火2,週間授業,松岡　律,F23360 生徒・進路指導論（初等）,2,2025年度秋学期,5
2.0単位,火5,週間授業,松本　一郎,F23370 教育相談の理論と方法（初等）,2,2025年度秋学期,6
2.0単位,火4,週間授業,原田　省吾／奥村　弥生／北原　和明／松岡　律／山下　浩之／紙田　路子／井本　美穂／妻藤　純子／土井　貴子／保森　智彦,F23420 教職実践演習（小学校）,2,2025年度秋学期,7
2.0単位,火3,週間授業,井本　美穂／北原　和明／妻藤　純子,F23460 教材分析・開発演習Ｃ（音楽・図工・体育）,2,2025年度春学期,8
2.0単位,火2,週間授業,保森　智彦／藤井　浩樹,F23490 理数教育の方法と実践,2,2025年度春学期,9
1.0単位,火4,週間授業,井本　美穂,F23540 ピアノ奏法Ⅲ,2,2025年度春学期,10
2.0単位,火3,週間授業,宮本　あゆは,F23570 シティズンシップ教育,2,2025年度春学期,11
1.0単位,火4,週間授業,松岡　律,F23610 探究ゼミⅠ,2,"2025年度春学期
2025年度秋学期",12
2.0単位,火1,週間授業,笹井　香,F23810 日本語表現,2,2025年度秋学期,13
2.0単位,火2,週間授業,奥野　新太郎,F23900 漢文学Ⅱ,2,2025年度春学期,14
2.0単位,火3,週間授業,長谷部　葉子,F24010 国際理解教育概論 （中等）,2,2025年度秋学期,15
2.0単位,火3,週間授業,長谷部　葉子,F24011 国際理解教育概論 （初等）,2,2025年度秋学期,16
2.0単位,火3,週間授業,土井　貴子,F24040 教職論,2,2025年度春学期,17
2.0単位,火3,週間授業,土井　貴子,F24041 教職論,2,2025年度春学期,18
2.0単位,火2,週間授業,土井　貴子,F24050 教育学原論,2,2025年度秋学期,19
2.0単位,火2,週間授業,土井　貴子,F24051 教育学原論,2,2025年度秋学期,20
2.0単位,火2,週間授業,福島　浩介,F24110 国語科教育法Ⅲ,2,2025年度春学期,21
2.0単位,火1,週間授業,竹野　純一郎,F24140 英語科教育法Ⅱ,2,2025年度秋学期,22
2.0単位,火5,週間授業,尾島　卓,F24190 教育の方法と技術,2,2025年度春学期,23
2.0単位,火1,週間授業,松岡　律,F24200 生徒・進路指導論,2,2025年度春学期,24
1.0単位,火4,週間授業,フィリップ　ガジオン,F24390 Practical CommunicationⅠ,2,2025年度春学期,25
1.0単位,火4,週間授業,フィリップ　ガジオン,F24400 Practical CommunicationⅡ,2,2025年度秋学期,26
1.0単位,火4,週間授業,デイビッド　ロビンソン,F24410 Practical CommunicationⅢ デイビッド ロビンソン,2,2025年度春学期,27
1.0単位,火4,週間授業,デイビッド　ロビンソン,F24420 Practical CommunicationⅣ,2,2025年度秋学期,28
1.0単位,火4,週間授業,福島　浩介,F24430 探究ゼミⅠ,2,"2025年度春学期
2025年度秋学期",29
1.0単位,火1,週間授業,西野　友一朗,F24470 英語探究Ⅰ,2,2025年度春学期,30
1.0単位,火2,週間授業,西野　友一朗,F24490 英語探究Ⅲ,2,2025年度春学期,31
2.0単位,火2,週間授業,原田　省吾,F24590 総合的な学習の時間の理論と方法,2,2025年度秋学期,32
2.0単位,火3,週間授業,谷川　依津江／ダッタ　シャミ,F24680 日本語授業の分析と評価,2,2025年度秋学期,33
3.0単位,火1,週間授業,谷川　依津江／ダッタ　シャミ,F24690 日本語教育実習,2,2025年度秋学期,34
2.0単位,火2,週間授業,長谷部　葉子,F24730 異文化受容と適応,2,2025年度春学期,35
2.0単位,火1,週間授業,鷲見　哲男／吉田　レイナ,F24890 観光ビジネス,2,2025年度春学期,36
2.0単位,火3,週間授業,本下　真次,F24910 経営戦略,2,2025年度春学期,37
2.0単位,火4,週間授業,平田　豊,F25010 情報リテラシー A,2,2025年度春学期,38
2.0単位,火4,週間授業,藤原　美佳,F25020 情報リテラシー B,2,2025年度春学期,39
2.0単位,火5,週間授業,平田　豊,F25030 情報リテラシー C,2,2025年度春学期,40
2.0単位,火5,週間授業,藤原　美佳,F25040 情報リテラシー D,2,2025年度春学期,41
2.0単位,火3,週間授業,塚常　健太,F25050 社会調査入門,2,2025年度秋学期,42
2.0単位,火4,週間授業,入江　祥子,F25080 国際社会と法,2,2025年度秋学期,43
2.0単位,火4,週間授業,林　恒宏／安井　正也／張　善会／中野　敬太／内田　誠／久永　啓／石田　恭生／湯下　薫／本下　真次／岡田　康太／塚常　健太／渡辺　圭史／鷲見　哲男／髙橋　良平／宮脇　靖典,F25190 基礎教養ゼミナール,2,2025年度春学期,44
2.0単位,火5,週間授業,林　恒宏／安井　正也／張　善会／中野　敬太／内田　誠／久永　啓／石田　恭生／湯下　薫／本下　真次／岡田　康太／塚常　健太／渡辺　圭史／鷲見　哲男／髙橋　良平／宮脇　靖典,F25200 基礎教養ゼミナール,2,2025年度春学期,45
2.0単位,火3,週間授業,林　恒宏,F25370 スポーツマネジメント論,2,2025年度春学期,46
