曜日時限,授業科目,担当教員,開講区分,開講年度学期,単位数,曜日
火3 火4 火5,F15230 機械工学実験Ⅱ 火345(機シ以外は教職の教科に関する科目),清水　一郎／岩野　耕治／中川　惠友／桑木　賢也／中井　賢治／吉田　浩治／關　正憲／近藤　千尋／竹村　明洋,週間授業,2025年度秋学期,2.0単位,2
火5,F15390 工業概論 (工：教職の教科に関する科目),篠原　隆,週間授業,2025年度秋学期,2.0単位,2
火2,F15420 エンジン工学,近藤　千尋,週間授業,2025年度春学期,2.0単位,2
火2,F15430 航空流体力学,岩野　耕治,週間授業,2025年度秋学期,2.0単位,2
火1,F15480 応用数学Ⅱ,垣谷　公徳,週間授業,2025年度春学期,2.0単位,2
火2,F15500 電磁気学Ⅱ,栗田　満史,週間授業,2025年度春学期,2.0単位,2
火4 火5,F15530 電気電子工学実験Ⅰ 火45,七戸　希／栗田　満史／太田　寛志,週間授業,2025年度秋学期,2.0単位,2
火4 火5,F15540 電気電子工学実験Ⅱ 火45,麻原　寛之／栗田　満史／河村　実生／荒井　伸太郎,週間授業,2025年度春学期,2.0単位,2
火1,F15720 システム工学,クルモフ　バレリー,週間授業,2025年度春学期,2.0単位,2
火3,F15740 電子物性工学,垣谷　公徳,週間授業,2025年度春学期,2.0単位,2
火3,F15760 光・電気電子材料,河村　実生,週間授業,2025年度秋学期,2.0単位,2
火4,F15810 コンピュータ工学Ⅱ,道西　博行,週間授業,2025年度春学期,2.0単位,2
火1,F15820 数値計算,垣谷　公徳,週間授業,2025年度秋学期,2.0単位,2
火4,F15870 ディジタル回路Ⅱ,籠谷　裕人,週間授業,2025年度秋学期,2.0単位,2
火2,F15920 電気回路Ⅱ,麻原　寛之,週間授業,2025年度秋学期,2.0単位,2
火3,F15990 情報社会と情報倫理,大原　秀樹,週間授業,2025年度秋学期,2.0単位,2
火3,F16030 情報と職業 （再）火３,大原　秀樹,週間授業,2025年度春学期,2.0単位,2
火2,F16050 コンピュータネットワーク,川畑　宣之,週間授業,2025年度秋学期,2.0単位,2
火3,F16200 組込みシステム,小田　哲也,週間授業,2025年度秋学期,2.0単位,2
火4,F16220 インタラクティブシステム,島田　恭宏,週間授業,2025年度秋学期,2.0単位,2
火4,F16330 情報工学フロンティアⅠ (前半)火4 JBクラス,島田　恭宏／上田　千晶,週間授業(学期前半),2025年度春学期,1.0単位,2
火4,F16350 情報工学フロンティアⅡ (後半)火4 JBクラス,島田　英之／川畑　宣之／島田　恭宏／西川　憲明／片山　謙吾／尾崎　亮／上嶋　明／麻谷　淳／近藤　真史／上田　千晶,週間授業(学期後半),2025年度春学期,1.0単位,2
火2,F16390 専門英語ⅠＡ (前半)火2 JAクラス,川畑　宣之,週間授業(学期前半),2025年度春学期,0.5単位,2
火2,F16391 専門英語ⅠＢ (後半)火2 JAクラス,川畑　宣之,週間授業(学期後半),2025年度春学期,0.5単位,2
火2,F16392 実践プログラミングⅠ 火2 JAクラス,川畑　宣之,週間授業,2025年度春学期,2.0単位,2
火3,F16400 専門英語ⅠＡ (前半)火3 JBクラス,片山　謙吾,週間授業(学期前半),2025年度春学期,0.5単位,2
火3,F16401 専門英語ⅠＢ (後半)火3 JBクラス,片山　謙吾,週間授業(学期後半),2025年度春学期,0.5単位,2
火3,F16402 実践プログラミングⅠ 火3 JBクラス,片山　謙吾,週間授業,2025年度春学期,2.0単位,2
火2,F16410 専門英語ⅡＡ (前半)火2 JBクラス,西川　憲明,週間授業(学期前半),2025年度秋学期,0.5単位,2
火2,F16411 専門英語ⅡＢ (後半)火2 JBクラス,西川　憲明,週間授業(学期後半),2025年度秋学期,0.5単位,2
火2,F16412 実践プログラミングⅡ 火2 JBクラス,西川　憲明,週間授業,2025年度秋学期,2.0単位,2
火3,F16420 専門英語ⅡＡ (前半)火3 JAクラス,西川　憲明,週間授業(学期前半),2025年度秋学期,0.5単位,2
火3,F16421 専門英語ⅡＢ (後半)火3 JAクラス,西川　憲明,週間授業(学期後半),2025年度秋学期,0.5単位,2
火3,F16422 実践プログラミングⅡ 火3 JAクラス,西川　憲明,週間授業,2025年度秋学期,2.0単位,2
火4,F16470 情報社会と情報倫理,大原　秀樹,週間授業,2025年度秋学期,2.0単位,2
火3,F16540 応用数学Ⅰ,上田　千晶,週間授業,2025年度秋学期,2.0単位,2
火2,F16560 論理回路Ⅰ,上嶋　明,週間授業,2025年度春学期,2.0単位,2
火2,F16580 コンピュータ工学Ⅰ,尾崎　亮,週間授業,2025年度秋学期,2.0単位,2
火1,F16670 基礎有機化学,折田　明浩,週間授業,2025年度秋学期,2.0単位,2
火3 火4 火5 金3 金4 金5,F16860 応用化学実験Ⅰ (前半)火345金345,竹崎　誠／森山　佳子／草野　圭弘／牧　涼介,週間授業(学期前半),2025年度春学期,3.0単位,2
火3 火4 火5 金3 金4 金5,F16870 応用化学実験Ⅱ (後半)火345金345,平野　博之／永谷　尚紀／押谷　潤／藤田　佳江,週間授業(学期後半),2025年度春学期,3.0単位,2
火3 火4 火5 金3 金4 金5,F16880 応用化学実験Ⅲ (前半)火345金345,折田　明浩／滝澤　昇／古賀　雄一／奥田　靖浩,週間授業(学期前半),2025年度秋学期,3.0単位,2
火3 火4 火5 金3 金4 金5,F16890 応用化学実験Ⅳ (後半)火345金345,草野　圭弘／滝澤　昇／森山　佳子／折田　明浩／平野　博之／竹崎　誠／永谷　尚紀／古賀　雄一／押谷　潤／奥田　靖浩／牧　涼介,週間授業(学期後半),2025年度秋学期,3.0単位,2
火1,F16930 創薬化学,奥田　靖浩／折田　明浩,週間授業,2025年度春学期,2.0単位,2
火2,F17060 生物学基礎論Ⅰ 西本 孝,西本　孝,週間授業,2025年度春学期,2.0単位,2
火2,F17070 生物学基礎論Ⅱ 永谷 尚紀,永谷　尚紀,週間授業,2025年度秋学期,2.0単位,2
火2,F17260 情報リテラシー,中西　啓二／中山　哲士,週間授業,2025年度春学期,2.0単位,2
火4,F17290 建築法規,湯浅　康生,週間授業,2025年度秋学期,2.0単位,2
火1,F17300 建築生産,中西　啓二,週間授業,2025年度春学期,2.0単位,2
火1,F17420 住宅生産システム （住宅生産システム）,納村　信之／八百板　季穂／馬淵　大宇,週間授業,2025年度秋学期,2.0単位,2
火2,F17430 ＣＡＤ／ＣＧ演習Ⅱ ＺＡクラス,馬淵　大宇／八百板　季穂／小林　美砂子／廣瀬　寛騎,週間授業,2025年度秋学期,2.0単位,2
火3,F17440 ＣＡＤ／ＣＧ演習Ⅱ ＺＢクラス,馬淵　大宇／八百板　季穂／小林　美砂子／廣瀬　寛騎,週間授業,2025年度秋学期,2.0単位,2
火2,F17470 都市計画,八百板　季穂,週間授業,2025年度春学期,2.0単位,2
火3,F17500 西洋建築史,増田　俊哉,週間授業,2025年度春学期,2.0単位,2
火2,F17510 建築デザイン論,平山　文則,週間授業,2025年度秋学期,2.0単位,2
火2,F17560 構造力学演習,堀田　洋之,週間授業,2025年度秋学期,2.0単位,2
火4,F17570 構造力学Ⅲ,堀田　洋之,週間授業,2025年度春学期,2.0単位,2
火4,F17610 木質構造,小林　正実／河﨑　弥生,週間授業,2025年度春学期,2.0単位,2
火3 火4 火5,F17740 設計演習Ⅴ－１ (前半)火345,平山　文則／弥田　俊男／納村　信之／増田　俊哉,週間授業(学期前半),2025年度秋学期,1.5単位,2
火3 火4 火5,F17750 設計演習Ⅴ－２ (後半)火345,平山　文則／弥田　俊男／後藤　哲夫／増田　俊哉,週間授業(学期後半),2025年度秋学期,1.5単位,2
火3,F17890 関係法規 (前半),堀　純也,週間授業(学期前半),2025年度春学期,1.0単位,2
火4,F17950 電子工学,堀　純也,週間授業,2025年度春学期,2.0単位,2
火3 火4 火5,F18130 医用治療機器学実習 (前半)火345,小畑　秀明／浅原　佳江／竹本　和憲,週間授業(学期前半),2025年度秋学期,1.0単位,2
火3 火4 火5,F18140 医用生体計測装置学実習 (後半)火345,小畑　秀明／浅原　佳江／竹本　和憲,週間授業(学期後半),2025年度秋学期,1.0単位,2
火3,F18250 チーム医療概論 (後半),浅原　佳江,週間授業(学期後半),2025年度春学期,1.0単位,2
火5,F18270 医用機械工学,内貴　猛,週間授業,2025年度春学期,2.0単位,2
火4,F18300 医用治療機器学,松宮　潔,週間授業,2025年度秋学期,2.0単位,2
火1 火2,F18330 生体機能代行装置学Ⅰ 火12,林　国人,週間授業,2025年度春学期,4.0単位,2
火1 火2,F18340 生体機能代行装置学Ⅱ 火12,林　国人,週間授業,2025年度秋学期,4.0単位,2
火4 金4,F18600 基礎数学Ⅱ (後半)火4金4 加瀬遼一,加瀬　遼一,週間授業(学期後半),2025年度春学期,2.0単位,2
火4 金4,F18610 基礎数学Ⅱ (後半)火4金4 榊原道夫,榊原　道夫,週間授業(学期後半),2025年度春学期,2.0単位,2
火4 金4,F18620 基礎数学Ⅱ (後半)火4金4 江本正喜,江本　正喜,週間授業(学期後半),2025年度春学期,2.0単位,2
火4 金4,F18630 基礎数学Ⅱ (後半)火4金4 菅野幸夫,菅野　幸夫,週間授業(学期後半),2025年度春学期,2.0単位,2
火1 金1,F18680 基礎解析Ⅱ (前半)火1金1 川島正行,川島　正行,週間授業(学期前半),2025年度秋学期,2.0単位,2
火1 金1,F18690 基礎解析Ⅱ (前半)火1金1 李天鎬,李　天鎬,週間授業(学期前半),2025年度秋学期,2.0単位,2
火1 金1,F18700 基礎解析Ⅱ (前半)火1金1 榊原道夫,榊原　道夫,週間授業(学期前半),2025年度秋学期,2.0単位,2
火1 金1,F18710 基礎解析Ⅱ (前半)火1金1 荒木圭典,荒木　圭典,週間授業(学期前半),2025年度秋学期,2.0単位,2
火1 金1,F18800 解析Ⅰ (後半)火1金1 川島正行,川島　正行,週間授業(学期後半),2025年度秋学期,2.0単位,2
火1 金1,F18810 解析Ⅰ (後半)火1金1 栁貴久男,栁　貴久男,週間授業(学期後半),2025年度秋学期,2.0単位,2
火1 金1,F18820 解析Ⅰ (後半)火1金1 榊原道夫,榊原　道夫,週間授業(学期後半),2025年度秋学期,2.0単位,2
火4 金4,F18830 応用数学Ⅰ (前半)火4金4 中川重和,中川　重和,週間授業(学期前半),2025年度春学期,2.0単位,2
火4 金4,F18840 応用数学Ⅰ (前半)火4金4 小野舞子,小野　舞子,週間授業(学期前半),2025年度春学期,2.0単位,2
火1,F18870 情報理工学概論 (前半),藤本　真作／榊原　道夫／松下　尚史／北川　文夫／浅山　泰祐／栁　貴久男／松浦　洋司／李　天鎬／秋山　英久／赤木　徹也／菅野　幸夫／劉　渤江／荒木　圭典／椎名　広光／河野　敏行／久野　弘明／山田　訓／綴木　馴／三宅　新二／下田　紀之／大山　和紀／木戸　善之／趙　菲菲／横田　雅司／小林　亘／川島　正行／加瀬　遼一／廣田　雅春／江本　正喜,週間授業(学期前半),2025年度春学期,1.0単位,2
火3,F18880 電子計算機概論 劉渤江,劉　渤江,週間授業,2025年度春学期,2.0単位,2
火3,F18890 電子計算機概論 木戸善之,木戸　善之,週間授業,2025年度春学期,2.0単位,2
火3,F18900 電子計算機概論 秋山英久,秋山　英久,週間授業,2025年度春学期,2.0単位,2
火3,F18910 情報システム概論,三宅　新二,週間授業,2025年度秋学期,2.0単位,2
火2 金2,F19260 物理学Ⅰ (前半)火2金2 久野弘明,久野　弘明,週間授業(学期前半),2025年度春学期,2.0単位,2
火2 金2,F19270 物理学Ⅰ (前半)火2金2 藤本真作,藤本　真作,週間授業(学期前半),2025年度春学期,2.0単位,2
火2 金2,F19280 物理学Ⅱ (後半)火2金2 久野弘明,久野　弘明,週間授業(学期後半),2025年度春学期,2.0単位,2
火2 金2,F19290 物理学Ⅱ (後半)火2金2 藤本真作,藤本　真作,週間授業(学期後半),2025年度春学期,2.0単位,2
火2 金2,F19300 力学Ⅰ (前半)火2金2 松下尚史,松下　尚史,週間授業(学期前半),2025年度秋学期,2.0単位,2
火2 金2,F19310 力学Ⅰ (前半)火2金2 松浦洋司,松浦　洋司,週間授業(学期前半),2025年度秋学期,2.0単位,2
火2 金2,F19320 力学Ⅱ (後半)火2金2 松下尚史,松下　尚史,週間授業(学期後半),2025年度秋学期,2.0単位,2
火2 金2,F19330 力学Ⅱ (後半)火2金2 松浦洋司,松浦　洋司,週間授業(学期後半),2025年度秋学期,2.0単位,2
火4 火5,F19460 工学共通実験Ⅰ 火45,山田　訓／松下　尚史／松浦　洋司／藤本　真作／赤木　徹也／荒木　圭典／久野　弘明／小林　亘,週間授業,2025年度春学期,2.0単位,2
火4 火5,F19470 工学共通実験Ⅱ 火45,山田　訓／松下　尚史／松浦　洋司／藤本　真作／赤木　徹也／荒木　圭典／久野　弘明／小林　亘,週間授業,2025年度秋学期,2.0単位,2
火2,F19540 微分幾何,川島　正行,週間授業,2025年度秋学期,2.0単位,2
火1,F19550 離散数学Ⅰ,榊原　道夫,週間授業,2025年度春学期,2.0単位,2
火1 火2,F19650 ＷｅｂプログラミングⅠ (前半)火12 椎名広光,椎名　広光,週間授業(学期前半),2025年度春学期,2.0単位,2
火1 火2,F19670 ＷｅｂプログラミングⅡ (後半)火12 椎名広光,椎名　広光,週間授業(学期後半),2025年度春学期,2.0単位,2
火1 火2,F19680 ＷｅｂプログラミングⅡ (後半)火12 菅野幸夫,菅野　幸夫,週間授業(学期後半),2025年度春学期,2.0単位,2
火3,F19700 情報理論,椎名　広光,週間授業,2025年度秋学期,2.0単位,2
火1,F19860 数理統計,中川　重和,週間授業,2025年度春学期,2.0単位,2
火2,F19870 データ分析システム開発,李　天鎬,週間授業,2025年度春学期,2.0単位,2
火3,F19970 ゲーム制作論,下田　紀之,週間授業,2025年度春学期,2.0単位,2
火3,F19980 ゲームメカニクス,下田　紀之,週間授業,2025年度秋学期,2.0単位,2
火1,F20010 コンピュータグラフィックス,浅山　泰祐,週間授業,2025年度秋学期,2.0単位,2
火3,F20110 ロボット制御工学,小林　亘,週間授業,2025年度秋学期,2.0単位,2
火2,F20120 知能情報処理,山田　訓,週間授業,2025年度春学期,2.0単位,2
火4,F20170 メカトロニクス概論 (後半),趙　菲菲,週間授業(学期後半),2025年度秋学期,1.0単位,2
火3,F20200 デジタル電子回路,赤木　徹也,週間授業,2025年度春学期,2.0単位,2
火4 金4,F20230 人間工学Ⅰ (後半)火4金4,趙　菲菲,週間授業(学期後半),2025年度春学期,2.0単位,2
火4,F20400 代数演習,河野　敏行,週間授業,2025年度春学期,2.0単位,2
火4,F20401 代数演習Ⅰ (前半),河野　敏行,週間授業(学期前半),2025年度春学期,1.0単位,2
火4,F20402 代数演習Ⅱ (後半),河野　敏行,週間授業(学期後半),2025年度春学期,1.0単位,2
火3,F20700 分子遺伝学 BAとBB,池田　正五,週間授業,2025年度秋学期,2.0単位,2
火2,F20710 分子遺伝学 BCとBD,池田　正五,週間授業,2025年度秋学期,2.0単位,2
火2,F20720 細胞生物学 BAとBB,二見　翠／神吉　けい太,週間授業,2025年度秋学期,2.0単位,2
火2,F20740 酵素と代謝 BAとBB（1年次のクラス ）・生化（再）,松浦　信康,週間授業,2025年度春学期,2.0単位,2
火2,F20790 微生物学 BCとBD（1年次のクラス ）,三井　亮司,週間授業,2025年度春学期,2.0単位,2
火2,F20850 生体反応化学 松浦信康他 BAとBB（1年次のクラス ）,松浦　信康／窪木　厚人,週間授業,2025年度秋学期,2.0単位,2
火2,F20860 生体反応化学 松浦信康他 BCとBD（1年次のクラス ）,松浦　信康／窪木　厚人,週間授業,2025年度秋学期,2.0単位,2
